click_hotel_index_pv,click_hotel_index_search_pv,click_hotel_detail_pv,click_travel_index_pv,click_travel_index_search_pv,click_travel_index_pie_pv,click_travel_pre_order_pv,click_travel_detail_pv,page_cnt,launch_cnt,loc_mdd_duration,hotel_detail_pv,travel_detail_pv,long_sum_duration,long_max_duration,long_avg_duration,short_sum_duration,short_max_duration,short_avg_duration,poi_sum_duration,poi_max_duration,poi_avg_duration,hotel_sum_duration,hotel_max_duration,hotel_avg_duration,travel_sum_duration,travel_max_duration,travel_avg_duration
0,0,0,0,0,0,0,0,10,5,0,0,0,261.562916,57.720593,29.06254622,11.337068,9.767351,5.668534,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,3,0,0,0,143.918004,141.611146,71.959002,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,4,0,0,0,95.509,43.177,19.1018,11.735,11.735,11.735,87.453,32.121,17.4906,0,0,0,0,0,0
0,0,0,0,0,0,0,7,10,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,175.18,76.295,43.795
5,6,10,0,0,0,0,0,25,1,0,4,0,0,0,0,20.649226,11.346416,5.1623065,0,0,0,240.494417,107.404529,52.64037031,0,0,0
0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,125.49,62.217,20.915,6.634,6.634,6.634,0,0,0,0,0,0
0,0,0,0,0,0,0,2,14,3,0,0,4,291.945,73.272,24.32875,10.768,3.685,3.589333333,0,0,0,0,0,0,55.738,44.612,13.9345
0,0,0,0,0,0,0,0,11,4,32.31662,0,0,0,0,0,0,0,0,31.307683,19.493251,10.43589433,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,4,0,0,0,113.827389,113.827389,113.827389,0,0,0,71.211048,45.856836,35.605524,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,55.358,55.358,55.358,69.968,42.551,13.9936,4.826,4.826,4.826,0,0,0
0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,80.454,21.995,8.939333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.175,18.175,18.175
0,0,0,0,0,0,0,0,12,7,0,0,0,128.231578,56.494069,42.74385933,0,0,0,16.792952,8.696177,8.396476,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,4,0,0,0,496.007,224.887,70.85814286,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,4,0,0,1,380.137232,91.992813,25.34248213,0,0,0,0.304295,0.304295,0.304295,0,0,0,9.629556,9.629556,9.629556
0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,2.638,2.638,2.638,70.748,34.792,23.58266667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,3,0,0,0,679.808,323.523,113.3013333,76.253,52.788,38.1265,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,566.6173955,183.930981,75.09486667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,6,0,7,0,58.372735,27.661051,19.45757833,0,0,0,0,0,0,66.119717,14.849253,9.445673857,0,0,0
0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,101.536736,25.404534,8.461394667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,4,0,0,0,282.030689,156.384998,94.01022967,0,0,0,7.802504,7.802504,7.802504,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69.750431,58.746761,34.8752155
0,0,0,2,2,0,0,0,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,480.508,258.426,112.5132732
0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,187.645,115.229,62.54833333,0,0,0,0,0,0
0,0,0,3,2,1,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,3,0,0,0,77.632,40.488,38.816,0,0,0,249.286,157.0564973,31.16075,0,0,0,0,0,0
0,0,0,0,0,0,2,3,10,4,0,0,4,0,0,0,106.006,63.246,53.003,0,0,0,0,0,0,194.852,78.37,48.713
0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,49.358709,35.117807,24.6793545,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,2,0,0,0,156.659014,156.659014,156.659014,259.445748,118.852185,28.82730533,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,18,3,0,0,1,0,0,0,0,0,0,16.641,9.359,8.3205,0,0,0,6.07,6.07,6.07
0,0,0,0,0,0,0,6,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,896.83126,290.59266,112.5132732
0,0,0,0,0,0,0,0,9,4,0,0,0,435.335,108.65,33.48730769,3.339,3.339,3.339,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,5,0,0,1,281.258,72.343,23.43816667,0,0,0,0,0,0,0,0,0,33.75,33.75,33.75
0,0,0,0,0,0,0,0,14,4,0,0,0,162.471,48.19,20.308875,0,0,0,43.364,25.612,14.45466667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,66.872,11.141,2.572,47.063,7.677,3.361642857,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,5,0,0,0,262.239,262.239,262.239,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,9,0,0,0,128.117632,106.452265,42.70587733,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,12,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,745.783,281.849,106.5404286
0,0,0,0,0,0,0,0,6,5,0,0,0,396.09332,179.281381,66.01555333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,5,0,0,0,312.403951,136.645752,62.4807902,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,193.856,115.615,32.30933333,0,0,0,0,0,0
0,0,0,3,1,2,0,0,12,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,70.475632,28.67999,8.809454
0,0,0,0,0,0,0,0,7,4,0,0,0,325.457517,264.033959,162.7287585,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,2,0,0,0,686.576,628.538,228.8586667,8.456,8.456,8.456,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,4,0,0,0,377.454,201.34,75.4908,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,59.662,46.38,29.831,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,160.179667,59.31369,12.32151285,2.600576,2.600576,2.600576,0,0,0,0,0,0
0,0,0,2,1,1,0,0,12,5,18.807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.874,62.874,62.874
0,0,0,2,0,1,0,2,11,11,0,0,6,0,0,0,30.756377,16.675928,7.68909425,0,0,0,0,0,0,105.568681,49.999089,17.59478017
0,0,0,1,1,0,0,0,15,9,0,0,1,0,0,0,3.707245,1.204619,0.92681125,0,0,0,0,0,0,55.696258,55.696258,55.696258
0,0,0,0,0,0,0,0,8,3,0,0,0,414.019,222.234,103.50475,4.564,4.564,4.564,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50.23998,41.577366,16.74666
0,0,0,0,0,0,0,0,8,4,0,0,0,282.030689,156.384998,94.01022967,0,0,0,7.802504,7.802504,7.802504,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,0,86.160164,86.160164,65.54033008,0,0,0,12.04327,4.580877,4.014423333
0,0,0,2,0,2,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,15.876238,4.539999,2.646039667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,4,0,0,1,8.742,8.742,8.742,8.12,8.12,8.12,0,0,0,0,0,0,161.374,161.374,112.5132732
1,0,0,3,1,2,0,0,14,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.318,3.318,3.318
5,1,5,4,0,3,0,0,23,2,0,3,3,0,0,0,0,0,0,0,0,0,114.355,60.625,38.11833333,87.259,62.445,29.08633333
0,0,0,6,0,1,0,0,8,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,261.699925,169.459624,65.42498125
0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,15,0,0,0,186.563,51.565,23.320375,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,3,0,0,0,161.854038,74.965968,32.3708076,33.246562,13.252095,8.3116405,93.329874,32.626578,8.484534,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,2,0,1,1,478.387,109.82,22.78033333,386.266,74.132,15.45064,22.163,9.037,5.54075,0.913,0.913,0.913,3.427,3.427,3.427
0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,54.59453,44.919277,18.19817667,47.389226,38.407787,15.79640867,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,3,0,0,6,229.101,102.154,76.367,0,0,0,32.458,18.671,16.229,0,0,0,182.637,67.329,30.4395
1,0,0,1,0,1,0,0,13,4,0,0,5,32.430885,32.430885,32.430885,38.188333,38.188333,38.188333,62.742714,62.742714,62.742714,0,0,0,54.001222,23.286441,10.8002444
0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,122.21418,55.99442,17.45916857,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,2,16,2,0,1,10,0,0,0,82.385,51.898,41.1925,0,0,0,46.02,46.02,46.02,499.996,136.863,49.9996
0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,30.221,16.576,10.07366667,11.624,11.624,11.624,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,3,0,0,0,246.257379,127.596372,61.56434475,0,0,0,18.549978,18.549978,18.549978,0,0,0,0,0,0
0,0,0,2,0,0,0,0,12,4,0,0,0,183.387,63.48,36.6774,64.367,64.367,64.367,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,7,6,0,0,9,115.474885,75.337945,28.86872125,0,0,0,0,0,0,0,0,0,293.853745,163.35951,32.65041611
0,0,0,0,0,0,0,0,14,2,0,0,0,275.419194,104.431905,68.8547985,2.672483,2.672483,2.672483,52.219388,33.056392,26.109694,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,9,0,0,0,227.977663,82.037898,25.33085144,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,2,1,0,0,15,3,0,0,5,55.199,55.199,55.199,0,0,0,0,0,0,0,0,0,62.672,16.57,12.5344
0,0,0,0,0,0,0,0,7,5,0,0,0,372.857,119.166,74.5714,1.379,1.379,1.379,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,4,32.31662,0,0,12.193025,12.193025,12.193025,0,0,0,22.578487,22.578487,22.578487,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,212.78,44.042,16.36769231,182.658,33.575,7.30632,0,0,0,0,0,0
0,0,0,0,0,0,0,6,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,896.83126,290.59266,112.5132732
0,0,0,2,1,1,0,0,23,5,0,0,2,10.736,6.134,5.368,13.2,13.2,13.2,63.904,22.438,4.564571429,0,0,0,44.703,23.837,22.3515
0,0,0,0,0,0,0,0,7,4,0,0,0,217.013981,146.86382,54.25349525,0,0,0,11.740308,9.431594,5.870154,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,7,0,0,0,146.091313,106.684489,36.52282825,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,5,0,0,0,262.129,71.719,20.16376923,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,5,0,0,0,1.108443,1.108443,1.108443,116.433539,43.90458,16.63336271,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,2,0,0,0,700.68,663.709,302.0928378,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,0,2,0,0,18,2,0,0,6,81.269,81.269,81.269,0,0,0,0,0,0,0,0,0,285.425,105.828,47.57083333
0,0,0,0,0,0,0,0,9,3,0,0,0,7.539,7.539,7.539,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,4,0,0,6,19.932462,14.997537,9.966231,0,0,0,0,0,0,0,0,0,137.096538,41.096597,22.849423
0,0,0,1,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,5,0,0,0,248.206111,154.089217,49.6412222,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,10,3,0,0,0,114.402,45.924,12.71133333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,2,0,4,2,0,0,0,2.29,2.29,2.29,122.852,44.624,12.2852,77.492,36.191,19.373,117.322,91.367,58.661
0,0,0,0,0,0,0,0,7,7,0,0,0,156.930343,57.087948,31.3860686,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,4,0,0,0,126.071,85.325,25.2142,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,3,0,0,0,160.05493,160.05493,160.05493,167.826591,167.826591,75.09486667,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,3,11,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,406.555591,134.662819,58.07937014
