date,close,volume,open,high,low
2018/12/04,182.6600,4590765.0000,192.3700,193.5000,180.0000
2018/12/03,191.3300,3628593.0000,196.0000,196.0000,189.2100
2018/11/30,188.2800,2936647.0000,183.0400,189.5900,182.3800
2018/11/29,183.2200,3404255.0000,186.5000,187.4900,182.4450
2018/11/28,188.4400,3333941.0000,185.8000,188.5000,181.7483
2018/11/27,182.7900,2683350.0000,183.6000,185.2500,181.1100
2018/11/26,185.1900,1858371.0000,186.2600,186.8700,183.8300
2018/11/23,182.6100,1266331.0000,181.3800,183.3100,181.0000
2018/11/21,183.9500,2702981.0000,180.0200,186.2700,179.5227
2018/11/20,177.4800,3483501.0000,177.6000,179.9600,175.3200
2018/11/19,183.0900,2663320.0000,185.8600,186.9600,181.8900
2018/11/16,186.9500,1623024.0000,187.0700,188.0000,183.5900
2018/11/15,188.4100,2220654.0000,186.8000,188.5000,185.3700
2018/11/14,185.0600,2429807.0000,185.5000,186.9800,181.6700
2018/11/13,183.3400,2968401.0000,182.3900,185.4100,180.2274
2018/11/12,180.4300,2277050.0000,183.4700,183.5700,178.8900
2018/11/09,183.7500,2926685.0000,184.4800,186.2500,181.6500
2018/11/08,188.5500,2474445.0000,193.7000,195.7500,187.9800
2018/11/07,195.4100,2060834.0000,196.0100,196.0200,192.3500
2018/11/06,192.4400,1810909.0000,191.0800,194.7200,190.4200
2018/11/05,190.5900,3221701.0000,194.0100,197.1700,189.1500
2018/11/02,194.6900,4663362.0000,203.2300,206.2500,192.0300
2018/11/01,201.4700,6390087.0000,192.4500,202.1300,185.0000
2018/10/31,190.0600,6318333.0000,184.4000,192.4600,181.9100
2018/10/30,183.3700,5032348.0000,181.7500,183.6000,177.8000
2018/10/29,181.7500,4273051.0000,190.0000,190.0000,178.1000
2018/10/26,188.5100,2902719.0000,184.0800,191.3500,182.6000
2018/10/25,190.4300,2768158.0000,186.2100,192.5200,185.7900
2018/10/24,184.4700,3845595.0000,193.2400,193.2400,184.0200
2018/10/23,193.4200,3368923.0000,190.1600,194.9600,187.8750
2018/10/22,196.1900,2794273.0000,197.8700,198.7100,194.7300
2018/10/19,191.9200,2909649.0000,193.6500,197.2500,190.8900
2018/10/18,191.8800,4586817.0000,197.5100,197.9700,190.1000
2018/10/17,200.7200,1735380.0000,203.7400,203.7500,198.7500
2018/10/16,203.2100,2398270.0000,202.0000,203.6700,199.7100
2018/10/15,200.1200,1836903.0000,201.5000,203.6900,198.7800
2018/10/12,204.3600,3874294.0000,205.4000,206.6500,200.9400
2018/10/11,198.0000,4581842.0000,189.2900,198.1399,189.0000
2018/10/10,194.2600,4538449.0000,198.0000,198.8000,192.2000
2018/10/09,200.8500,3134183.0000,201.8000,203.3600,199.4227
2018/10/08,203.9800,3389548.0000,200.1800,204.6300,198.1908
2018/10/05,205.6200,3947795.0000,208.5700,209.2200,202.2100
2018/10/04,210.0700,4029745.0000,215.0000,215.2700,206.6100
2018/10/03,216.3500,2401862.0000,220.2700,220.9700,215.7600
2018/10/02,218.9000,3938670.0000,221.6700,222.4500,217.3000
2018/10/01,227.4000,1199340.0000,230.8100,231.1700,227.2000
2018/09/28,228.6800,1816827.0000,228.5300,230.6500,226.7600
2018/09/27,230.4700,1976232.0000,228.7000,231.7900,226.8300
2018/09/26,228.4200,2716035.0000,228.3100,232.5900,227.7300
2018/09/25,226.6000,1720692.0000,226.7600,228.6600,224.4400
2018/09/24,226.6300,1526300.0000,225.0000,226.8400,224.0500
2018/09/21,228.8500,3500451.0000,234.8800,234.8800,228.4000
2018/09/20,230.6200,3107612.0000,230.2000,233.0000,227.8200
2018/09/19,226.4100,3618518.0000,218.5500,228.9500,217.7400
2018/09/18,216.8800,2114658.0000,218.5400,222.3800,215.5800
2018/09/17,217.6600,2154345.0000,216.8400,220.9900,216.7000
2018/09/14,220.0300,2198314.0000,224.8800,225.0000,218.6300
2018/09/13,222.4200,2855785.0000,223.9900,224.6200,221.1100
2018/09/12,218.6900,3012621.0000,215.0000,219.9300,211.9800
2018/09/11,216.1000,2200217.0000,210.5000,216.7270,208.5000
2018/09/10,213.5900,2136307.0000,215.8700,217.0400,212.6500
2018/09/07,216.0400,2489079.0000,214.0200,218.0300,212.4000
2018/09/06,215.0500,2222606.0000,216.5600,218.7442,211.9808
2018/09/05,216.2400,2458426.0000,219.2000,220.4850,215.6100
2018/09/04,222.1800,2242654.0000,225.0900,227.5000,220.7600
